pair_id,model,phenomenon,grammatical,ungrammatical,prompt,response,choice,correct,order
ON_UMLAUT_014,llama-3.3-70b-versatile,UMLAUT,"Þá mælti Sigurðr : `` Hvárt höfum vér rétt til spurt , at Sigmundr konungr seldi yðr sverðit Gram í tveim hlutum ? ''","Þá mælti Sigurðr : `` Hvárt hafum vér rétt til spurt , at Sigmundr konungr seldi yðr sverðit Gram í tveim hlutum ? ''","Which of the following Old Norse sentences is grammatically correct?

A: Þá mælti Sigurðr : `` Hvárt höfum vér rétt til spurt , at Sigmundr konungr seldi yðr sverðit Gram í tveim hlutum ? ''
B: Þá mælti Sigurðr : `` Hvárt hafum vér rétt til spurt , at Sigmundr konungr seldi yðr sverðit Gram í tveim hlutum ? ''

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_015,llama-3.3-70b-versatile,UMLAUT,"Sigurðr svarar : `` Efna munu vér þat , sem vér höfum þar um heitit , ok ekki fellr oss þat ór minni . ''","Sigurðr svarar : `` Efna munu vér þat , sem vér hafum þar um heitit , ok ekki fellr oss þat ór minni . ''","Which of the following Old Norse sentences is grammatically correct?

A: Sigurðr svarar : `` Efna munu vér þat , sem vér hafum þar um heitit , ok ekki fellr oss þat ór minni . ''
B: Sigurðr svarar : `` Efna munu vér þat , sem vér höfum þar um heitit , ok ekki fellr oss þat ór minni . ''

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_016,llama-3.3-70b-versatile,UMLAUT,Sigurðr svarar : `` Ætt mín er mönnum ókunnig .,Sigurðr svarar : `` Ætt mín er mannum ókunnig .,"Which of the following Old Norse sentences is grammatically correct?

A: Sigurðr svarar : `` Ætt mín er mannum ókunnig .
B: Sigurðr svarar : `` Ætt mín er mönnum ókunnig .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_017,llama-3.3-70b-versatile,UMLAUT,"Sigurðr gekk í skjaldborgina ok sá , at þar svaf maðr ok lá með öllum hervápnum .","Sigurðr gekk í skjaldborgina ok sá , at þar svaf maðr ok lá með allum hervápnum .","Which of the following Old Norse sentences is grammatically correct?

A: Sigurðr gekk í skjaldborgina ok sá , at þar svaf maðr ok lá með allum hervápnum .
B: Sigurðr gekk í skjaldborgina ok sá , at þar svaf maðr ok lá með öllum hervápnum .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_018,llama-3.3-70b-versatile,UMLAUT,"Þeir undu sér nú vel , ok var hvárr öðrum hollr .","Þeir undu sér nú vel , ok var hvárr aðrum hollr .","Which of the following Old Norse sentences is grammatically correct?

A: Þeir undu sér nú vel , ok var hvárr öðrum hollr .
B: Þeir undu sér nú vel , ok var hvárr aðrum hollr .

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_019,llama-3.3-70b-versatile,UMLAUT,"Báru þau börn mjök af öðrum konunga börnum um alla atgervi , bæði um vænleik ok vöxt .","Báru þau börn mjök af aðrum konunga börnum um alla atgervi , bæði um vænleik ok vöxt .","Which of the following Old Norse sentences is grammatically correct?

A: Báru þau börn mjök af aðrum konunga börnum um alla atgervi , bæði um vænleik ok vöxt .
B: Báru þau börn mjök af öðrum konunga börnum um alla atgervi , bæði um vænleik ok vöxt .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_020,llama-3.3-70b-versatile,UMLAUT,"Ok er sén er ferð þeira , þá er Brynhildi sagt , at margar konur óku at borginni með gylltum vögnum .","Ok er sén er ferð þeira , þá er Brynhildi sagt , at margar konur óku at borginni með gylltum vagnum .","Which of the following Old Norse sentences is grammatically correct?

A: Ok er sén er ferð þeira , þá er Brynhildi sagt , at margar konur óku at borginni með gylltum vagnum .
B: Ok er sén er ferð þeira , þá er Brynhildi sagt , at margar konur óku at borginni með gylltum vögnum .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_021,llama-3.3-70b-versatile,UMLAUT,"`` Mik dreymdi um hana í nótt , ok göngum út í mót henni .","`` Mik dreymdi um hana í nótt , ok gangum út í mót henni .","Which of the following Old Norse sentences is grammatically correct?

A: `` Mik dreymdi um hana í nótt , ok göngum út í mót henni .
B: `` Mik dreymdi um hana í nótt , ok gangum út í mót henni .

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_022,llama-3.3-70b-versatile,UMLAUT,Hann bar langt af öðrum dýrum .,Hann bar langt af aðrum dýrum .,"Which of the following Old Norse sentences is grammatically correct?

A: Hann bar langt af öðrum dýrum .
B: Hann bar langt af aðrum dýrum .

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_023,llama-3.3-70b-versatile,UMLAUT,Dýrit þótti mér öllum hlutum betra .,Dýrit þótti mér allum hlutum betra .,"Which of the following Old Norse sentences is grammatically correct?

A: Dýrit þótti mér öllum hlutum betra .
B: Dýrit þótti mér allum hlutum betra .

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_024,llama-3.3-70b-versatile,UMLAUT,"Grímhildr gefr honum meinblandinn mjöð , er öllum oss kemr í mikit stríð .","Grímhildr gefr honum meinblandinn mjöð , er allum oss kemr í mikit stríð .","Which of the following Old Norse sentences is grammatically correct?

A: Grímhildr gefr honum meinblandinn mjöð , er allum oss kemr í mikit stríð .
B: Grímhildr gefr honum meinblandinn mjöð , er öllum oss kemr í mikit stríð .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_025,llama-3.3-70b-versatile,UMLAUT,Hann ríðr Grana með öllum sínum herbúnaði ok farmi .,Hann ríðr Grana með allum sínum herbúnaði ok farmi .,"Which of the following Old Norse sentences is grammatically correct?

A: Hann ríðr Grana með öllum sínum herbúnaði ok farmi .
B: Hann ríðr Grana með allum sínum herbúnaði ok farmi .

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_026,llama-3.3-70b-versatile,UMLAUT,"Hann er langt um aðra menn fram , en sjálfr berr hann þó mest af öðrum mönnum . ''","Hann er langt um aðra menn fram , en sjálfr berr hann þó mest af aðrum mönnum . ''","Which of the following Old Norse sentences is grammatically correct?

A: Hann er langt um aðra menn fram , en sjálfr berr hann þó mest af öðrum mönnum . ''
B: Hann er langt um aðra menn fram , en sjálfr berr hann þó mest af aðrum mönnum . ''

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_027,llama-3.3-70b-versatile,UMLAUT,"Mátti þar sjá margs konar gleði ok skemmtan , ok var hvern dag veitt öðrum betr .","Mátti þar sjá margs konar gleði ok skemmtan , ok var hvern dag veitt aðrum betr .","Which of the following Old Norse sentences is grammatically correct?

A: Mátti þar sjá margs konar gleði ok skemmtan , ok var hvern dag veitt aðrum betr .
B: Mátti þar sjá margs konar gleði ok skemmtan , ok var hvern dag veitt öðrum betr .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_028,llama-3.3-70b-versatile,UMLAUT,"Brynhildr svarar : `` Hún veldr öllum upphöfum þess böls , er oss bítr .","Brynhildr svarar : `` Hún veldr allum upphöfum þess böls , er oss bítr .","Which of the following Old Norse sentences is grammatically correct?

A: Brynhildr svarar : `` Hún veldr allum upphöfum þess böls , er oss bítr .
B: Brynhildr svarar : `` Hún veldr öllum upphöfum þess böls , er oss bítr .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_029,llama-3.3-70b-versatile,UMLAUT,"Þá mælti Guðrún til sinnar vinkonu : `` Stattu upp , vér höfum lengi sofit .","Þá mælti Guðrún til sinnar vinkonu : `` Stattu upp , vér hafum lengi sofit .","Which of the following Old Norse sentences is grammatically correct?

A: Þá mælti Guðrún til sinnar vinkonu : `` Stattu upp , vér hafum lengi sofit .
B: Þá mælti Guðrún til sinnar vinkonu : `` Stattu upp , vér höfum lengi sofit .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_030,llama-3.3-70b-versatile,UMLAUT,"Vek Brynhildi , göngum til borða ok verum kátar . ''","Vek Brynhildi , gangum til borða ok verum kátar . ''","Which of the following Old Norse sentences is grammatically correct?

A: Vek Brynhildi , gangum til borða ok verum kátar . ''
B: Vek Brynhildi , göngum til borða ok verum kátar . ''

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_031,llama-3.3-70b-versatile,UMLAUT,"Þú berr af öllum mönnum , en þér hefir engi kona orðit leiðari en ek . ''","Þú berr af allum mönnum , en þér hefir engi kona orðit leiðari en ek . ''","Which of the following Old Norse sentences is grammatically correct?

A: Þú berr af allum mönnum , en þér hefir engi kona orðit leiðari en ek . ''
B: Þú berr af öllum mönnum , en þér hefir engi kona orðit leiðari en ek . ''

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_032,llama-3.3-70b-versatile,UMLAUT,"Ok nú er þat fram komit , er fyrir löngu var spát ok vér höfum dulizt við , en engi má við sköpum vinna .","Ok nú er þat fram komit , er fyrir löngu var spát ok vér hafum dulizt við , en engi má við sköpum vinna .","Which of the following Old Norse sentences is grammatically correct?

A: Ok nú er þat fram komit , er fyrir löngu var spát ok vér höfum dulizt við , en engi má við sköpum vinna .
B: Ok nú er þat fram komit , er fyrir löngu var spát ok vér hafum dulizt við , en engi má við sköpum vinna .

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_033,llama-3.3-70b-versatile,UMLAUT,"Þeir fóru með öllum herbúnaði ok höfðu yfir sér loða rauða , sem kveðit er :","Þeir fóru með allum herbúnaði ok höfðu yfir sér loða rauða , sem kveðit er :","Which of the following Old Norse sentences is grammatically correct?

A: Þeir fóru með allum herbúnaði ok höfðu yfir sér loða rauða , sem kveðit er :
B: Þeir fóru með öllum herbúnaði ok höfðu yfir sér loða rauða , sem kveðit er :

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_034,llama-3.3-70b-versatile,UMLAUT,Guðrún segir : `` Ekki má ek af honum hyggja ; hann var öllum fremri . '',Guðrún segir : `` Ekki má ek af honum hyggja ; hann var allum fremri . '',"Which of the following Old Norse sentences is grammatically correct?

A: Guðrún segir : `` Ekki má ek af honum hyggja ; hann var allum fremri . ''
B: Guðrún segir : `` Ekki má ek af honum hyggja ; hann var öllum fremri . ''

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_035,llama-3.3-70b-versatile,UMLAUT,"Þá mælti ráðgjafi Atla konungs : `` Sé ek betra ráð : Tökum heldr þrælinn Hjalla , en forðum Högna .","Þá mælti ráðgjafi Atla konungs : `` Sé ek betra ráð : Takum heldr þrælinn Hjalla , en forðum Högna .","Which of the following Old Norse sentences is grammatically correct?

A: Þá mælti ráðgjafi Atla konungs : `` Sé ek betra ráð : Takum heldr þrælinn Hjalla , en forðum Högna .
B: Þá mælti ráðgjafi Atla konungs : `` Sé ek betra ráð : Tökum heldr þrælinn Hjalla , en forðum Högna .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_036,llama-3.3-70b-versatile,UMLAUT,Þeir svöruðu : `` Ráða muntu börnum þínum sem þú vilt .,Þeir svöruðu : `` Ráða muntu barnum þínum sem þú vilt .,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir svöruðu : `` Ráða muntu barnum þínum sem þú vilt .
B: Þeir svöruðu : `` Ráða muntu börnum þínum sem þú vilt .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_037,llama-3.3-70b-versatile,UMLAUT,"Atli konungr svarar : `` Eigi er þat satt , ok við slíkar fortölur batnar hvárigra hluti , því at vér höfum skarðan .","Atli konungr svarar : `` Eigi er þat satt , ok við slíkar fortölur batnar hvárigra hluti , því at vér hafum skarðan .","Which of the following Old Norse sentences is grammatically correct?

A: Atli konungr svarar : `` Eigi er þat satt , ok við slíkar fortölur batnar hvárigra hluti , því at vér hafum skarðan .
B: Atli konungr svarar : `` Eigi er þat satt , ok við slíkar fortölur batnar hvárigra hluti , því at vér höfum skarðan .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_038,llama-3.3-70b-versatile,UMLAUT,"Völsungar ok Gjúkungar , at því er menn segja , hafa verit mestir ofrhugar ok ríkismenn , ok svá finnst í öllum fornkvæðum .","Völsungar ok Gjúkungar , at því er menn segja , hafa verit mestir ofrhugar ok ríkismenn , ok svá finnst í allum fornkvæðum .","Which of the following Old Norse sentences is grammatically correct?

A: Völsungar ok Gjúkungar , at því er menn segja , hafa verit mestir ofrhugar ok ríkismenn , ok svá finnst í allum fornkvæðum .
B: Völsungar ok Gjúkungar , at því er menn segja , hafa verit mestir ofrhugar ok ríkismenn , ok svá finnst í öllum fornkvæðum .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_039,llama-3.3-70b-versatile,UMLAUT,Hún bar svá mjök af öðrum konum um vænleik sem sól af öðrum himintunglum .,Hún bar svá mjök af aðrum konum um vænleik sem sól af öðrum himintunglum .,"Which of the following Old Norse sentences is grammatically correct?

A: Hún bar svá mjök af aðrum konum um vænleik sem sól af öðrum himintunglum .
B: Hún bar svá mjök af öðrum konum um vænleik sem sól af öðrum himintunglum .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_040,llama-3.3-70b-versatile,UMLAUT,"Svá var ok gert , ok þá flugu ór öllum áttum steinar at þeim , ok varð þeim þat at aldrlagi .","Svá var ok gert , ok þá flugu ór allum áttum steinar at þeim , ok varð þeim þat at aldrlagi .","Which of the following Old Norse sentences is grammatically correct?

A: Svá var ok gert , ok þá flugu ór öllum áttum steinar at þeim , ok varð þeim þat at aldrlagi .
B: Svá var ok gert , ok þá flugu ór allum áttum steinar at þeim , ok varð þeim þat at aldrlagi .

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_041,llama-3.3-70b-versatile,UMLAUT,Konungr gefr höfum gull.,Konungr gefr hafum gull.,"Which of the following Old Norse sentences is grammatically correct?

A: Konungr gefr höfum gull.
B: Konungr gefr hafum gull.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_042,llama-3.3-70b-versatile,UMLAUT,Þeir gefa köllum mat.,Þeir gefa kallum mat.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir gefa kallum mat.
B: Þeir gefa köllum mat.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_043,llama-3.3-70b-versatile,UMLAUT,Þeir gefa öllum mat.,Þeir gefa allum mat.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir gefa allum mat.
B: Þeir gefa öllum mat.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_044,llama-3.3-70b-versatile,UMLAUT,Þeir fara til mönnum.,Þeir fara til mannum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir fara til mannum.
B: Þeir fara til mönnum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_045,llama-3.3-70b-versatile,UMLAUT,Vér löngum heim ok hvílumsk.,Vér langum heim ok hvílumsk.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér löngum heim ok hvílumsk.
B: Vér langum heim ok hvílumsk.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_046,llama-3.3-70b-versatile,UMLAUT,Ragnarr gefr rögum baug.,Ragnarr gefr ragum baug.,"Which of the following Old Norse sentences is grammatically correct?

A: Ragnarr gefr rögum baug.
B: Ragnarr gefr ragum baug.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_047,llama-3.3-70b-versatile,UMLAUT,Þeir fara til förum.,Þeir fara til farum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir fara til farum.
B: Þeir fara til förum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_048,llama-3.3-70b-versatile,UMLAUT,Baldr segir mörgum frá því.,Baldr segir margum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Baldr segir mörgum frá því.
B: Baldr segir margum frá því.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_049,llama-3.3-70b-versatile,UMLAUT,Þeir fara til jörlum.,Þeir fara til jarlum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir fara til jarlum.
B: Þeir fara til jörlum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_050,llama-3.3-70b-versatile,UMLAUT,Konungr gefr öllum gull.,Konungr gefr allum gull.,"Which of the following Old Norse sentences is grammatically correct?

A: Konungr gefr allum gull.
B: Konungr gefr öllum gull.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_051,llama-3.3-70b-versatile,UMLAUT,Vér köllum heim ok hvílumsk.,Vér kallum heim ok hvílumsk.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér köllum heim ok hvílumsk.
B: Vér kallum heim ok hvílumsk.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_052,llama-3.3-70b-versatile,UMLAUT,Skarpheðinn segir mörgum frá því.,Skarpheðinn segir margum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Skarpheðinn segir margum frá því.
B: Skarpheðinn segir mörgum frá því.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_053,llama-3.3-70b-versatile,UMLAUT,Vér mörgum hér ok bíðum.,Vér margum hér ok bíðum.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér margum hér ok bíðum.
B: Vér mörgum hér ok bíðum.

Answer with A or B only.",A,A,FALSE,B_gram
ON_UMLAUT_054,llama-3.3-70b-versatile,UMLAUT,Vér tökum hér ok bíðum.,Vér takum hér ok bíðum.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér takum hér ok bíðum.
B: Vér tökum hér ok bíðum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_055,llama-3.3-70b-versatile,UMLAUT,Vér mönnum hér ok bíðum.,Vér mannum hér ok bíðum.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér mannum hér ok bíðum.
B: Vér mönnum hér ok bíðum.

Answer with A or B only.",A,A,FALSE,B_gram
ON_UMLAUT_056,llama-3.3-70b-versatile,UMLAUT,Þeir fara til glöðum.,Þeir fara til glaðum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir fara til glaðum.
B: Þeir fara til glöðum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_057,llama-3.3-70b-versatile,UMLAUT,Konungr gefr löngum gull.,Konungr gefr langum gull.,"Which of the following Old Norse sentences is grammatically correct?

A: Konungr gefr langum gull.
B: Konungr gefr löngum gull.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_058,llama-3.3-70b-versatile,UMLAUT,Þeir mæla við jörlum.,Þeir mæla við jarlum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir mæla við jarlum.
B: Þeir mæla við jörlum.

Answer with A or B only.",A,A,FALSE,B_gram
ON_UMLAUT_059,llama-3.3-70b-versatile,UMLAUT,Þeir gefa stöndum mat.,Þeir gefa standum mat.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir gefa stöndum mat.
B: Þeir gefa standum mat.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_060,llama-3.3-70b-versatile,UMLAUT,Þeir mæla við glöðum.,Þeir mæla við glaðum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir mæla við glaðum.
B: Þeir mæla við glöðum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_061,llama-3.3-70b-versatile,UMLAUT,Konungr gefr mönnum gull.,Konungr gefr mannum gull.,"Which of the following Old Norse sentences is grammatically correct?

A: Konungr gefr mönnum gull.
B: Konungr gefr mannum gull.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_062,llama-3.3-70b-versatile,UMLAUT,Vér mönnum nú til skógar.,Vér mannum nú til skógar.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér mönnum nú til skógar.
B: Vér mannum nú til skógar.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_063,llama-3.3-70b-versatile,UMLAUT,Konungr gefr rögum gull.,Konungr gefr ragum gull.,"Which of the following Old Norse sentences is grammatically correct?

A: Konungr gefr rögum gull.
B: Konungr gefr ragum gull.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_064,llama-3.3-70b-versatile,UMLAUT,Þeir mæla við vöngum.,Þeir mæla við vangum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir mæla við vangum.
B: Þeir mæla við vöngum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_065,llama-3.3-70b-versatile,UMLAUT,Þeir mæla við öðrum.,Þeir mæla við aðrum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir mæla við aðrum.
B: Þeir mæla við öðrum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_066,llama-3.3-70b-versatile,UMLAUT,Þórr segir rögum frá því.,Þórr segir ragum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Þórr segir rögum frá því.
B: Þórr segir ragum frá því.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_067,llama-3.3-70b-versatile,UMLAUT,Sigurðr gefr vöngum baug.,Sigurðr gefr vangum baug.,"Which of the following Old Norse sentences is grammatically correct?

A: Sigurðr gefr vöngum baug.
B: Sigurðr gefr vangum baug.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_068,llama-3.3-70b-versatile,UMLAUT,Þeir mæla við höfum.,Þeir mæla við hafum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir mæla við hafum.
B: Þeir mæla við höfum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_069,llama-3.3-70b-versatile,UMLAUT,Baldr segir öllum frá því.,Baldr segir allum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Baldr segir öllum frá því.
B: Baldr segir allum frá því.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_070,llama-3.3-70b-versatile,UMLAUT,Vér höfum heim ok hvílumsk.,Vér hafum heim ok hvílumsk.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér höfum heim ok hvílumsk.
B: Vér hafum heim ok hvílumsk.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_071,llama-3.3-70b-versatile,UMLAUT,Þeir gefa rögum mat.,Þeir gefa ragum mat.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir gefa ragum mat.
B: Þeir gefa rögum mat.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_072,llama-3.3-70b-versatile,UMLAUT,Vér göngum nú til skógar.,Vér gangum nú til skógar.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér göngum nú til skógar.
B: Vér gangum nú til skógar.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_073,llama-3.3-70b-versatile,UMLAUT,Haukr gefr öllum baug.,Haukr gefr allum baug.,"Which of the following Old Norse sentences is grammatically correct?

A: Haukr gefr allum baug.
B: Haukr gefr öllum baug.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_074,llama-3.3-70b-versatile,UMLAUT,Konungr gefr stöndum gull.,Konungr gefr standum gull.,"Which of the following Old Norse sentences is grammatically correct?

A: Konungr gefr stöndum gull.
B: Konungr gefr standum gull.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_075,llama-3.3-70b-versatile,UMLAUT,Vér öðrum nú til skógar.,Vér aðrum nú til skógar.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér öðrum nú til skógar.
B: Vér aðrum nú til skógar.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_076,llama-3.3-70b-versatile,UMLAUT,Óðinn segir stöndum frá því.,Óðinn segir standum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Óðinn segir standum frá því.
B: Óðinn segir stöndum frá því.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_077,llama-3.3-70b-versatile,UMLAUT,Baldr segir tökum frá því.,Baldr segir takum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Baldr segir takum frá því.
B: Baldr segir tökum frá því.

Answer with A or B only.",A,A,FALSE,B_gram
ON_UMLAUT_078,llama-3.3-70b-versatile,UMLAUT,Vér öllum ok sjám Flosi.,Vér allum ok sjám Flosi.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér allum ok sjám Flosi.
B: Vér öllum ok sjám Flosi.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_079,llama-3.3-70b-versatile,UMLAUT,Þeir mæla við göngum.,Þeir mæla við gangum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir mæla við göngum.
B: Þeir mæla við gangum.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_080,llama-3.3-70b-versatile,UMLAUT,Óláfr segir göngum frá því.,Óláfr segir gangum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Óláfr segir göngum frá því.
B: Óláfr segir gangum frá því.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_081,llama-3.3-70b-versatile,UMLAUT,Haukr segir göngum frá því.,Haukr segir gangum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Haukr segir gangum frá því.
B: Haukr segir göngum frá því.

Answer with A or B only.",A,A,FALSE,B_gram
ON_UMLAUT_082,llama-3.3-70b-versatile,UMLAUT,Vér förum hér ok bíðum.,Vér farum hér ok bíðum.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér förum hér ok bíðum.
B: Vér farum hér ok bíðum.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_083,llama-3.3-70b-versatile,UMLAUT,Vér glöðum heim ok hvílumsk.,Vér glaðum heim ok hvílumsk.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér glaðum heim ok hvílumsk.
B: Vér glöðum heim ok hvílumsk.

Answer with A or B only.",A,A,FALSE,B_gram
ON_UMLAUT_084,llama-3.3-70b-versatile,UMLAUT,Vér öllum hér ok bíðum.,Vér allum hér ok bíðum.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér allum hér ok bíðum.
B: Vér öllum hér ok bíðum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_085,llama-3.3-70b-versatile,UMLAUT,Vér mörgum nú til skógar.,Vér margum nú til skógar.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér margum nú til skógar.
B: Vér mörgum nú til skógar.

Answer with A or B only.",A,A,FALSE,B_gram
ON_UMLAUT_086,llama-3.3-70b-versatile,UMLAUT,Vér öllum heim ok hvílumsk.,Vér allum heim ok hvílumsk.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér öllum heim ok hvílumsk.
B: Vér allum heim ok hvílumsk.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_087,llama-3.3-70b-versatile,UMLAUT,Þeir mæla við öllum.,Þeir mæla við allum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir mæla við öllum.
B: Þeir mæla við allum.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_088,llama-3.3-70b-versatile,UMLAUT,Þeir gefa göngum mat.,Þeir gefa gangum mat.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir gefa göngum mat.
B: Þeir gefa gangum mat.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_089,llama-3.3-70b-versatile,UMLAUT,Þeir gefa öðrum mat.,Þeir gefa aðrum mat.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir gefa aðrum mat.
B: Þeir gefa öðrum mat.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_090,llama-3.3-70b-versatile,UMLAUT,Vér öðrum ok sjám Flosi.,Vér aðrum ok sjám Flosi.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér aðrum ok sjám Flosi.
B: Vér öðrum ok sjám Flosi.

Answer with A or B only.",B,B,TRUE,B_gram
